Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24/07/2025 16:11:51
Collection Length (seconds):, 63.45
Avanti Sensor 5 (74128)
sensor mode: 66
ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
1.0665, 0.9455566, 1.0665, 0.1876221, 1.0665, 0.0776978, 1.0665, 0.2543945, , , , , , , , , , , , , , , , , , , , , , 
1.08, 0.9455566, 1.08, 0.1876221, 1.08, 0.0777588, 1.08, 0.2543335, , , , , , , , , , , , , , , , , , , , , , 
1.0935, 0.9455566, 1.0935, 0.1876831, 1.0935, 0.0779419, 1.0935, 0.2542725, , , , , , , , , , , , , , , , , , , , , , 
1.107, 0.9454956, 1.107, 0.1877441, 1.107, 0.0779419, 1.107, 0.2543335, , , , , , , , , , , , , , , , , , , , , , 
1.1205, 0.9455566, 1.1205, 0.1878662, 1.1205, 0.0780029, 1.1205, 0.2541504, , , , , , , , , , , , , , , , , , , , , , 
1.134, 0.9455566, 1.134, 0.1878662, 1.134, 0.0780029, 1.134, 0.2540283, , , , , , , , , , , , , , , , , , , , , , 
1.1475, 0.9455566, 1.1475, 0.1879272, 1.1475, 0.0779419, 1.1475, 0.2539673, , , , , , , , , , , , , , , , , , , , , , 
1.161, 0.9455566, 1.161, 0.1879272, 1.161, 0.0779419, 1.161, 0.2539673, , , , , , , , , , , , , , , , , , , , , , 
1.1745, 0.9455566, 1.1745, 0.1879272, 1.1745, 0.0779419, 1.1745, 0.2541504, , , , , , , , , , , , , , , , , , , , , , 
1.188, 0.9454956, 1.188, 0.1878662, 1.188, 0.0779419, 1.188, 0.2542725, , , , , , , , , , , , , , , , , , , , , , 
1.2015, 0.9454956, 1.2015, 0.1879272, 1.2015, 0.0779419, 1.2015, 0.2543335, , , , , , , , , , , , , , , , , , , , , , 
1.215, 0.9454346, 1.215, 0.1879272, 1.215, 0.0780029, 1.215, 0.2543945, , , , , , , , , , , , , , , , , , , , , , 
1.2285, 0.9454346, 1.2285, 0.1878662, 1.2285, 0.0779419, 1.2285, 0.2544556, , , , , , , , , , , , , , , , , , , , , , 
1.242, 0.9454956, 1.242, 0.1878662, 1.242, 0.0778198, 1.242, 0.2543945, , , , , , , , , , , , , , , , , , , , , , 
1.2555, 0.9454956, 1.2555, 0.1878052, 1.2555, 0.0777588, 1.2555, 0.2543945, , , , , , , , , , , , , , , , , , , , , , 
1.269, 0.9454956, 1.269, 0.1876831, 1.269, 0.0776978, 1.269, 0.2543945, , , , , , , , , , , , , , , , , , , , , , 
